,title,movie_text_data
987,Soup to Nuts,"Soup to Nuts Soup to Nuts Comedy, Musical, Romance Benjamin Stoloff Rube Goldberg Fox Film Corporation Ted Healy, Charles Winninger, Frances McCoy, George Bickel, Lucile Browne, Shemp Howard, Stanley Smith, Moe Howard, Hallam Cooley, Fred Sanborn, Larry Fine, Lois Moran, Ralph Elmer Mr. Schmidt's costume store is bankrupt because he spends his time on Rube Goldberg-style inventions. The creditors send a young manager who falls for Schmidt's niece Louise, but she'll ..."
989,Spring Is Here,"Spring Is Here Spring Is Here Comedy, Musical, Romance John Francis Dillon Owen Davis, Jimmy Starr First National Pictures Lawrence Gray, Alexander Gray, Bernice Claire, Louise Fazenda, Ford Sterling, Inez Courtney, Frank Albertson, Natalie Moorhead Betty a young woman is going steady with Terry but falls for an exciting new comer to town Steve. Betty's father wants her to marry Terry but she doesn't see that she actually is in love ..."
990,Street of Chance,"Street of Chance Street of Chance Crime, Drama, Romance John Cromwell Oliver H.P. Garrett, Lenore J. Coffee Paramount Pictures William Powell, Jean Arthur, Kay Francis, Regis Toomey, Stanley Fields, Brooks Benedict, Betty Francisco, John Risso, Joan Standing, Maurice Black, Irving Bacon A big-time, but honest gambler has to prevent his younger brother from following in his footsteps, and taking up gambling."
991,Sunny,"Sunny Sunny Musical William A. Seiter Otto A. Harbach, Oscar Hammerstein II First National Pictures Marilyn Miller, Lawrence Gray, Joe Donahue, O.P. Heggie, Inez Courtney, Barbara Bedford, Judith Vosselli, Clyde Cook, Mackenzie Ward To be near the fella she loves, an English bareback rider dons dungarees and cap to pass as a boy stows away to America, gets caught, marries someone else...and finally ends up in the warm ..."
992,Sweet Kitty Bellairs,"Sweet Kitty Bellairs Sweet Kitty Bellairs Musical, Romance Alfred E. Green David Belasco, Egerton Castle Warner Bros. Claudia Dell, Ernest Torrence, Walter Pidgeon, Perry Askam, June Collyer, Lionel Belmore, Arthur Edmund Carewe, Douglas Gerrard, Flora Finch, Christiane Yves, Tom Ricketts In 1793, Kitty Bellairs travels to Bath, Somerset for a vacation. She is a famous flirt, with about 40 previous affairs. Her coach wagon is stopped by a highwayman, but the man falls in ..."
993,The Texan,"The Texan The Texan Adventure, Romance, Western John Cromwell Oliver H.P. Garrett, O. Henry Paramount Pictures Gary Cooper, Fay Wray, Emma Dunn, Oscar Apfel, James A. Marcus, Donald Reed, Soledad Jiménez, Veda Buckland, César Vanoni, Ed Brady, Enrique Acosta, Romualdo Tirado An outlaw, the Llano Kid is the scourge of south Texas and a Bible quoting lawman named Thacker. The kid joins a con man in a plot to deceive a wealthy old woman that he's her long-lost son..."
994,They Learned About Women,"They Learned About Women They Learned About Women Musical, Drama Jack Conway, Sam Wood Andrew Percival Younger, Sarah Y. Mason Metro-Goldwyn-Mayer (MGM) Gus Van, Joe Schenck, Bessie Love, Mary Doran, J.C. Nugent, Benny Rubin, Tom Dugan, Eddie Gribbon, Francis X. Bushman Jr. When Jack and Jerry are not playing professional baseball with the Blue Sox, they are packing them in on the Vaudeville circuit. Jack is engaged to Mary, but a gold digger named Daisy has ..."
995,Three Faces East,"Agente segreto Z1 Three Faces East Drama Roy Del Ruth Arthur Caesar, Arthur Caesar Warner Bros. Constance Bennett, Erich von Stroheim, Anthony Bushell, William Holden, William Courtenay, Charlotte Walker, Crauford Kent A beautiful British intelligence agent attempts to reveal the identity and motives of a powerful German spy during World War 1."
996,Tom Sawyer,"Tom Sawyer Tom Sawyer Adventure, Comedy, Drama John Cromwell Mark Twain, Grover Jones Paramount Pictures Jackie Coogan, Junior Durkin, Mitzi Green, Lucien Littlefield, Tully Marshall, Clara Blandick, Mary Jane Irving, Ethel Wales, Dick Winslow, Jackie Searl, Jane Darwell, Charles Stevens, Charles Sellon, Lon Poff The classic Mark Twain tale of a young boy and his friends on the Mississippi River. Tom and his pals Huckleberry Finn and Joe Harper have numerous adventures, including running away to be ..."
998,Top Speed,"Top Speed Top Speed Comedy, Musical, Romance Mervyn LeRoy Harry Ruby, Bert Kalmar First National Pictures Joe E. Brown, Bernice Claire, Jack Whiting, Frank McHugh, Laura Lee, Edmund Breese, Wade Boteler, Rita Flynn An order clerk poses as a millionaire."
999,True to the Navy,"True to the Navy True to the Navy Action, Comedy, Romance Frank Tuttle Keene Thompson, Doris Anderson Paramount Pictures Clara Bow, Fredric March, Harry Green, Rex Bell, Eddie Fetherston, Eddie Dunn, Ray Cooke, Harry Sweet, Adele Windsor, Sam Hardy, Jed Prouty A countergirl at a San Diego soda shop has a lot of sailor ""boyfriends,"" but her heart really belongs to a free-spirited gunner, who doesn't want to be tied down to any one woman."
1000,The Truth About Youth,"The Truth About Youth The Truth About Youth Drama, Romance William A. Seiter H.V. Esmond, B. Harrison Orkow First National Pictures Loretta Young, Conway Tearle, David Manners, Myrna Loy, J. Farrell MacDonald, Myrtle Stedman, Harry Stubbs Richard Carewe has raised his deceased friend's son from childhood with the help of his housekeeper and her beautiful daughter, Phyllis. He arranges a marriage between Phyllis and the boy, ..."
1001,The Unholy Three,"The Unholy Three The Unholy Three Crime, Drama, Romance Jack Conway Clarence Aaron 'Tod' Robbins Metro-Goldwyn-Mayer (MGM) Lon Chaney, Lila Lee, Elliott Nugent, Harry Earles, John Miljan, Ivan Linow, Clarence Burton, Crauford Kent ""Talkie"" remake of Tod Browning's 1925 silent film. A trio of former sideshow performers double as the ""Unholy Three"" in a scam to nab some shiny rocks."
1002,Up the River,"Risalendo il fiume Up the River Comedy, Crime, Drama John Ford Maurine Dallas Watkins Fox Film Corporation Spencer Tracy, Claire Luce, Warren Hymer, Humphrey Bogart, William Collier Sr., Joan Lawes When paroled trustee Steve and former inmate Judy who try to put their criminal lives behind them are blackmailed, two career criminals come to their rescue."
1003,The Vagabond King,"Se io fossi re The Vagabond King Musical, Romance Ludwig Berger, Ernst Lubitsch Brian Hooker, Herman J. Mankiewicz Paramount Pictures Dennis King, Jeanette MacDonald, O.P. Heggie, Lillian Roth, Warner Oland, Arthur Stone, Tom Ricketts, Lawford Davidson, Christian J. Frank, Elda Voelkel, Dorothy Davis, Thora Waverly, Cecile Cameron, Jean Douglas, Eugenia Woodbury The story takes place in medieval France. Poet-rogue Francois Villon, sentenced to hang by King Louis XI for writing derogatory verses about him, is offered a temporary reprieve. His ..."
1004,The Virtuous Sin,"Peccato virtuoso The Virtuous Sin Drama, Romance, War George Cukor, Louis J. Gasnier Martin Brown, Louise Long Paramount Pictures Walter Huston, Kay Francis, Kenneth MacKenna, Jobyna Howland, Paul Cavanagh, Eric Kalkhurst, Oscar Apfel, Gordon McLeod, Youcca Troubetzkov, Victor Potel Marya is the wife of medical student Victor Sablin, who finds it impossible to deal with military life when he is inducted into the Russian army during World War I."
1005,War Nurse,"War Nurse War Nurse Drama, Romance, War Edgar Selwyn Becky Gardiner, Joseph Farnham Metro-Goldwyn-Mayer (MGM) Robert Montgomery, Anita Page, June Walker, Robert Ames, Zasu Pitts, Marie Prevost, Helen Jerome Eddy, Hedda Hopper, Edward J. Nugent, Martha Sleeper, Michael Vavitch Women from various backgrounds volunteer as nurses in France at the outbreak of World War I."
1006,Way Out West,"Cow boy per forza Way Out West Action, Comedy, Music Fred Niblo Alfred Block, Byron Morgan Metro-Goldwyn-Mayer (MGM) William Haines, Leila Hyams, Polly Moran, Cliff Edwards, Francis X. Bushman Jr., Vera Marshe, Charles Middleton, Jack Pennick, Buddy Roosevelt, Jay Wilsey Wise-guy carnival barker Windy bilks a group of cowboys out of their money, gets caught and is forced into working off the debt on their ranch. He falls in love with Molly, the pretty owner..."
1007,Way for a Sailor,"Way for a Sailor Way for a Sailor Romance, Drama Sam Wood Albert Richard Wetjen, Laurence Stallings Metro-Goldwyn-Mayer (MGM) John Gilbert, Wallace Beery, Jim Tully, Leila Hyams, Polly Moran, Doris Lloyd Jack is a sailor who lives to go to sea. A typical sailor, he is always broke and has been in seven jails in the last seven ports. The one girl he tries to impress the most is in London and..."
1009,Whoopee!,"Whoopee! Whoopee! Comedy, Musical, Romance Thornton Freeland William Anthony McGuire, Owen Davis The Samuel Goldwyn Company Eddie Cantor, Ethel Shutta, Paul Gregory, Eleanor Hunt, Jack Rutherford, Walter Law, Spencer Charters, Albert Hackett, Chief Caupolican, Lou-Scha-Enya Western sheriff Bob Wells is preparing to marry Sally Morgan; she loves part-Indian Wanenis, whose race is an obstacle. Sally flees the wedding with hypochondriac Henry Williams, who thinks..."
1010,Wide Open,"Wide Open Wide Open Comedy Archie Mayo Arthur Caesar, Edwin Bateman Morris Warner Bros. Edward Everett Horton, Patsy Ruth Miller, Louise Fazenda, Vera Lewis, T. Roy Barnes, E.J. Ratcliffe, Louise Beavers, Edna Murphy, Frank Beal, Vince Barnett, Lloyd Ingraham, Robert Gordon, Fred Kelsey, Robert Dudley A nervous woman-shy office clerk, already troubled by an amorous female co-worker, suddenly has to deal with a very forward and attractive young woman who has sneaked into his apartment - and doesn't want to leave."
1011,The Widow from Chicago,"The Widow from Chicago The Widow from Chicago Crime, Drama, Romance Edward F. Cline Earl Baldwin, Earl Baldwin First National Pictures Alice White, Edward G. Robinson, Neil Hamilton, Frank McHugh, Lee Shumway, Brooks Benedict, E.H. Calvert, Betty Francisco, Harold Goodwin Vice lord Dominic has brought Swifty Dorgan east to do a job for him. When Swifty appears to have died falling from a train, detective Henderson impersonates him hoping to get into the mob...."
1012,Young Man of Manhattan,"Young Man of Manhattan Young Man of Manhattan Comedy, Musical, Romance Monta Bell Katharine Brush, Robert Presnell Sr. Paramount Pictures Claudette Colbert, Norman Foster, Ginger Rogers, Charles Ruggles, Leslie Austin, Lorraine Aalbu, Aileene Aalbu, Fern Aalbu, Harriet Aalbu, H. Dudley Hawley Two flappers (Claudette Colbert and Ginger Rogers) try to get their newspaper reporter boyfriends to pay attention to them."
1015,24 Hours,"24 Hours 24 Hours Drama Marion Gering Louis Weitzenkorn, Louis Bromfield Paramount Pictures Clive Brook, Kay Francis, Miriam Hopkins, Regis Toomey, George Barbier, Adrienne Ames, Minor Watson, Charlotte Granville, Lucille La Verne, Wade Boteler A nightclub singer is carrying on an affair with a married man. When she is found murdered, her lover is suspected of the crime."
1017,Alexander Hamilton,"Alexander Hamilton Alexander Hamilton Biography, Drama, History John G. Adolfi George Arliss, Mary Hamlin Warner Bros. George Arliss, Doris Kenyon, Dudley Digges, June Collyer, Montagu Love, Ralf Harolde, Lionel Belmore, Alan Mowbray, John T. Murray, Morgan Wallace, John Larkin With the end of the Revolutionary War in 1783, General George Washington took Colonel Hamilton with him into the newly formed government. While the main disagreements in the early days was ..."
1018,Alice in Wonderland,"Alice in Wonderland Alice in Wonderland Fantasy Bud Pollard Lewis Carroll, John E. Goodson Metropolitan Studios Ruth Gilbert, Ralph Hertz, Lillian Ardell, Mabel Wright, Tom Corless, Leslie King, Meyer Berensen, Raymond Schultz, Jimmy Rosen, Vie Quinn, N.R. Cregan, Patrick Glasgow, Gus Alexander, Charles Silvern, Pat Gleason A young girl named Alice falls down a rabbit-hole and wanders into the strange world of Wonderland."
1019,Ambassador Bill,"Ambassador Bill Ambassador Bill Comedy Sam Taylor Guy Bolton Fox Film Corporation Will Rogers, Marguerite Churchill, Greta Nissen, Tad Alexander, Ray Milland, Gustav von Seyffertitz, Arnold Korff, Ferdinand Munier, Edwin Maxwell, Ernest Wood, Tom Ricketts, Theodore Lodi, Herbert Bunston, Ben Turpin An American ambassador arrives in a small country that is being convulsed by political intrigue and civil unrest. He befriends the young boy who is to be the country's king, to ensure that ..."
1020,An American Tragedy,"Una tragedia americana An American Tragedy Crime, Drama, Romance Josef von Sternberg Theodore Dreiser, Samuel Hoffenstein Paramount Pictures Phillips Holmes, Sylvia Sidney, Frances Dee, Irving Pichel, Frederick Burton, Claire McDowell, Wallace Middleton, Emmett Corrigan, Charles Middleton, Lucille La Verne, Al Hart, Fanny Midgley, Arnold Korff, Russ Powell A poor factory worker, employed by a wealthy uncle, falls in love with a beautiful heiress but his happiness and promising future are jeopardized by a previous affair with a coworker he impregnated."
1021,Are These Our Children,"Are These Our Children Are These Our Children Drama Wesley Ruggles, Howard Estabrook Wesley Ruggles, Howard Estabrook RKO Radio Pictures Eric Linden, Beryl Mercer, Billy Butts, Rochelle Hudson, William Orlamond, Arline Judge, Roberta Gale, Mary Kornman, Ben Alexander, Robert Quirk A good kid with no record commits a robbery, kills an old man and winds up on death row. The authorities try to figure out why he went bad."
1022,Arrowsmith,"Un popolo muore Arrowsmith Drama John Ford Sinclair Lewis, Sidney Howard John Ford Productions Ronald Colman, Helen Hayes, Richard Bennett, A.E. Anson, Clarence Brooks, Alec B. Francis, Claude King, Bert Roach, Myrna Loy, Russell Hopton, David Landau, Lumsden Hare A medical researcher is sent to a plague outbreak, where he has to decide priorities for the use of a vaccine."
1023,Bachelor Apartment,"Bachelor Apartment Bachelor Apartment Comedy, Drama, Romance Lowell Sherman John Howard Lawson, J. Walter Ruben RKO Radio Pictures Lowell Sherman, Irene Dunne, Mae Murray, Norman Kerry, Claudia Dell, Ivan Lebedeff, Noel Francis, Purnell Pratt, Charles Coleman, Kitty Kelly A New York playboy dates wild woman until he falls for a hard-working stenographer."
1024,The Bachelor Father,"The Bachelor Father The Bachelor Father Comedy, Drama, Romance Robert Z. Leonard Edward Childs Carpenter, Laurence E. Johnson Cosmopolitan Productions Marion Davies, Ralph Forbes, C. Aubrey Smith, Ray Milland, Guinn 'Big Boy' Williams, David Torrence, Doris Lloyd, Edgar Norton, Nina Quartero, Halliwell Hobbes, Elizabeth Murray, James Gordon Old man invites three of his illegitimate children to live with him."
1025,Bad Girl,"Bad Girl Bad Girl Drama, Romance Frank Borzage Viña Delmar, Brian Marlow Frank Borzage Production James Dunn, Sally Eilers, Minna Gombell, Frank Darien, William Pawley, Paul Fix A man and woman, skeptical about romance, nonetheless fall in love and are wed, but their lack of confidence in the opposite sex haunts their marriage."
1026,The Bad Sister,"The Bad Sister The Bad Sister Drama Hobart Henley Edwin H. Knopf, Edwin H. Knopf Universal Pictures Conrad Nagel, Sidney Fox, Bette Davis, Humphrey Bogart, Charles Winninger, Emma Dunn, Zasu Pitts, Slim Summerville, Bert Roach, David Durand Marianne falls in love with a con artist who has a hidden agenda."
1027,Beauty and the Boss,"Beauty and the Boss Beauty and the Boss Comedy, Romance Roy Del Ruth Ladislas Fodor, Joseph Jackson Warner Bros. Marian Marsh, David Manners, Warren William, Charles Butterworth, Frederick Kerr, Mary Doran, Robert Greig An executive hires a mousy, plain woman as his secretary so she will not divert him from his work, but she still becomes determined to win his heart."
1028,Behind Office Doors,"Behind Office Doors Behind Office Doors Drama, Romance Melville W. Brown Alan Schultz, Carey Wilson RKO Radio Pictures Mary Astor, Robert Ames, Ricardo Cortez, Catherine Dale Owen, Kitty Kelly, Edna Murphy, Charles Sellon, William Morris, George MacFarlane Mary Linden is the secretary who is the unheralded power behind successful executive James Duneen. He takes her for granted until rival Wales tries to take her away from him."
1031,Big Business Girl,"Amor mio tradiscimi! Big Business Girl Romance William A. Seiter Patricia Reilly, H.N. Swanson First National Pictures Loretta Young, Frank Albertson, Ricardo Cortez, Joan Blondell, Frank Darien, Dorothy Christy, Oscar Apfel, Judith Barrett, Mickey Bennett Thanks to her ability and her legs, Claire McIntyre rises in the business world."
1032,The Big Gamble,"Il grande gioco The Big Gamble Crime, Drama, Romance Fred Niblo Octavus Roy Cohen, Walter DeLeon RKO Pathé Pictures William Boyd, James Gleason, Warner Oland, Dorothy Sebastian, Zasu Pitts, June MacCloy, William Collier Jr., Ralph Ince, Geneva Mitchell Unable to repay a substantial gambling debt to mob boss North, Alan Beckwith concocts a last-ditch scheme. Allowing North to take out a $100,000 insurance policy on his life, Alan agrees to..."
1033,The Black Camel,"Il cammello nero The Black Camel Crime, Mystery, Thriller Hamilton MacFadden Earl Derr Biggers, Hugh Stanislaus Stange Fox Film Corporation Warner Oland, Sally Eilers, Bela Lugosi, Dorothy Revier, Victor Varconi, Murray Kinnell, William Post Jr., Robert Young, Violet Dunn, J.M. Kerrigan, Mary Gordon, Rita Rozelle, Otto Yamaoka The unsolved murder of a Hollywood actor several years earlier and an enigmatic psychic are the keys to help Charlie solve the Honolulu stabbing death of a beautiful actress."
1034,Blonde Crazy,"La bionda e l'avventuriero Blonde Crazy Comedy, Crime, Drama Roy Del Ruth Kubec Glasmon, John Bright Warner Bros. James Cagney, Joan Blondell, Louis Calhern, Noel Francis, Ray Milland, Guy Kibbee, Polly Walters, William Burgess, Maude Eburne, Nat Pendleton The adventures of an egoistic con man and his glamorous accomplice."
1036,Born to Love,"Passione di mamma Born to Love Drama, Romance, War Paul L. Stein Ernest Pascal, Ernest Pascal RKO Pathé Pictures Constance Bennett, Joel McCrea, Paul Cavanagh, Frederick Kerr, Louise Closser Hale, Anthony Bushell A war officer who is thought dead returns to the woman he loves, only to find she has remarried."
1037,The Brat,"La trovatella The Brat Comedy John Ford S.N. Behrman, Maude Fulton Fox Film Corporation Sally O'Neil, Alan Dinehart, Frank Albertson, William Collier Sr., Virginia Cherrill, June Collyer, J. Farrell MacDonald, Mary Forbes, Albert Gran, Louise Mackintosh, Margaret Mann A society novelist brings a brash young chorus girl home in order to study her for inspiration for his new novel. His family is distraught, but soon her behavior has forever altered their ..."
1038,Broadminded,"Broadminded Broadminded Comedy Mervyn LeRoy Bert Kalmar, Harry Ruby First National Pictures Joe E. Brown, Ona Munson, William Collier Jr., Marjorie White, Holmes Herbert, Margaret Livingston, Thelma Todd, Bela Lugosi, Grayce Hampton Jack's father is sending Jack away to keep him from the gambling, booze, girls and late nights. He has Ossie go as Jack's companion, not knowing that Ossie does the same things as Jack. ..."
1039,Los calaveras,"Los calaveras Los calaveras Comedy James W. Horne H.M. Walker Hal Roach Studios Stan Laurel, Oliver Hardy, Anita Garvin, Linda Loredo, Charlie Hall, Charles Dorety, Luis Llaneza An expanded remake in Spanish of Be Big. (1931) and Laughing Gravy (1930) by Laurel and Hardy."
1040,Caught Plastered,"Caught Plastered Caught Plastered Comedy, Musical William A. Seiter, William A. Seiter Douglas MacLean, Ralph Spence RKO Radio Pictures Bert Wheeler, Robert Woolsey, Dorothy Lee, Lucy Beaumont, Jason Robards Sr., Charles Middleton, DeWitt Jennings, Josephine Whittell, Jim Farley Wheeler and Woolsey play two unemployed vaudevillians who get involved in helping an old lady save her moribund drug store. Problems and laughs begin when the villain spikes the Lemon Sodas they are selling."
1041,The Champ,"Il campione The Champ Drama, Sport King Vidor Frances Marion, Wanda Tuchock Metro-Goldwyn-Mayer (MGM) Wallace Beery, Jackie Cooper, Irene Rich, Roscoe Ates, Edward Brophy, Hale Hamilton, Jesse Scott, Marcia Mae Jones An alcoholic ex-boxer struggles to provide a good living for his son."
1042,Chances,"La beffa dell'amore Chances Drama, Romance, War Allan Dwan A. Hamilton Gibbs, Waldemar Young First National Pictures Douglas Fairbanks Jr., Rose Hobart, Anthony Bushell, Holmes Herbert, Mary Forbes, Edmund Breon, Harry Allen Two brothers on leave fall for the same girl in World War I London."
1043,Charlie Chan Carries On,"La crociera del delitto Charlie Chan Carries On Mystery Hamilton MacFadden Earl Derr Biggers, Barry Conners Fox Film Corporation Warner Oland, John Garrick, Marguerite Churchill, Warren Hymer, Marjorie White, C. Henry Gordon, William Holden, George Brent, Peter Gawthorne, John T. Murray, John Swor, Goodee Montgomery, Jason Robards Sr., Lumsden Hare, Zeffie Tilbury Charlie steps in to solve the murder of a wealthy American found dead in a London hotel. Settings include London, Nice, San Remo, Honolulu and Hong Kong. Fast-paced with lots of wisecracking."
1044,The Cheat,"The Cheat The Cheat Drama George Abbott, Berthold Viertel Harry Hervey, Hector Turnbull Paramount Pictures Tallulah Bankhead, Harvey Stephens, Irving Pichel, Jay Fassett, Ann Andrews, William Ingersoll, Hanaki Yoshiwara, Willard Dashiell, Edward Keane, Robert Strange Woman in debt makes an impulsive investment which doesn't go her way."
1046,Chinatown After Dark,"Chinatown After Dark Chinatown After Dark Crime, Drama Stuart Paton Betty Burbridge Action Pictures Carmel Myers, Rex Lease, Barbara Kent, Edmund Breese, Frank Mayo, Billy Gilbert, Michael Visaroff, Laska Winter The female head of a criminal gang in Chinatown is after a valuable jewel, and lets nothing stand in her way of finding it."
1047,Cimarron,"I pionieri del West Cimarron Drama, Western Wesley Ruggles Edna Ferber, Howard Estabrook RKO Radio Pictures Richard Dix, Irene Dunne, Estelle Taylor, Nance O'Neil, William Collier Jr., Roscoe Ates, George E. Stone, Stanley Fields, Robert McWade, Edna May Oliver, Judith Barrett, Eugene Jackson, Roberta Gregory A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century."
1048,City Lights,"Luci della città City Lights Comedy, Drama, Romance Charles Chaplin Charles Chaplin Charles Chaplin Productions Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia, Hank Mann, Charles Chaplin With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically."
1049,City Streets,"Le vie della città City Streets Crime, Drama, Film-Noir Rouben Mamoulian Dashiell Hammett, Max Marcin Paramount Pictures Gary Cooper, Sylvia Sidney, Paul Lukas, William 'Stage' Boyd, Wynne Gibson, Guy Kibbee, Stanley Fields, Betty Sinclair, Robert Homans, Barbara Leonard Man joins a gang to free his girlfriend from prison."
1051,The Common Law,"The Common Law The Common Law Romance, Drama Paul L. Stein Robert W. Chambers, John Farrow RKO Pathé Pictures Constance Bennett, Joel McCrea, Lew Cody, Robert Williams, Hedda Hopper, Marion Shilling, Walter Walker, Paul Ellis, Yola d'Avril Young Valerie models for an American painter who tries to make a future in Paris and they fall in love."
1052,A Connecticut Yankee,"Un americano alla corte di Re Artù A Connecticut Yankee Comedy, Fantasy, Romance David Butler William M. Conselman, Mark Twain Fox Film Corporation Will Rogers, William Farnum, Frank Albertson, Maureen O'Sullivan, Brandon Hurst, Myrna Loy, Mitchell Harris Hank Morgan takes a trip back in time to King Arthur's Court."
1053,Consolation Marriage,"Consolation Marriage Consolation Marriage Drama Paul Sloane Bill Cunningham, Humphrey Pearson RKO Radio Pictures Irene Dunne, Pat O'Brien, John Halliday, Myrna Loy, Lester Vail, Matt Moore In prohibition-era Manhattan, shopkeeper Mary Brown loses Aubrey, her childhood sweetheart, when he marries a rich woman. Reporter Steve ""Rollo"" Porter has lost -his- childhood sweetheart, ..."
1054,Corsair,"Corsair Corsair Adventure, Crime, Romance Roland West Walton Green, Roland West Art Cinema Corporation Chester Morris, Thelma Todd, Fred Kohler, Ned Sparks, Emmett Corrigan, William Austin, Frank McHugh, Frank Rice, Mayo Methot, Gay Seabrook, Addie McPhail, Al Hill, Pat Hartigan, Sidney D'Albrook A stock market broker plans to liven up his boring life by taking up piracy on the high seas."
1055,Cracked Nuts,"Cracked Nuts Cracked Nuts Comedy, Musical, Romance Edward F. Cline Douglas MacLean, Ralph Spence RKO Radio Pictures Bert Wheeler, Robert Woolsey, Dorothy Lee, Edna May Oliver, Leni Stengel, Stanley Fields, Boris Karloff, Frank Thornton To impress his fiancee's aunt, a young man tries to become king in a small kingdom, but the people there have already crowned one, who has won this honor by gambling. So he plans a coup ..."
1056,The Criminal Code,"Codice penale The Criminal Code Crime, Drama, Romance Howard Hawks Martin Flavin, Fred Niblo Jr. Columbia Pictures Walter Huston, Phillips Holmes, Constance Cummings, Boris Karloff, DeWitt Jennings, Mary Doran, Ethel Wales, Clark Marshall, Arthur Hoyt, John St. Polis, Paul Porcasi, Otto Hoffman, John Sheehan After a failed attempt at running for governor, D.A. Mark Brady is appointed warden of the state prison where many of the criminals he prosecuted are incarcerated."
1057,The Cuban Love Song,"La rumba dell'amore The Cuban Love Song Musical, Romance W.S. Van Dyke C. Gardner Sullivan, Bess Meredyth Metro-Goldwyn-Mayer (MGM) Lawrence Tibbett, Lupe Velez, Ernest Torrence, Jimmy Durante, Karen Morley, Louise Fazenda, Hale Hamilton, Mathilde Comont, Philip Cooper, Ernesto Lecuona and the Palau Brothers' Cuban Orchestra A guilt-ridden U.S. Marine returns to Cuba to try to find his illegitimate child."
1058,Daddy Long Legs,"Papà gambalunga Daddy Long Legs Comedy, Romance Alfred Santell S.N. Behrman, Sonya Levien Fox Film Corporation Janet Gaynor, Warner Baxter, Una Merkel, John Arledge, Claude Gillingwater, Effie Ellsler, Kendall McComas, Kathlyn Williams, Elizabeth Patterson, Louise Closser Hale, Sheila Bromley, Dorothy Gray Wealthy Jervis Pendleton acts as benefactor for orphan Judy Abbott, anonymously sponsoring her in her boarding school. But as she grows up, he finds himself falling in love with her, and ..."
1059,"Dance, Fools, Dance","La via del male Dance, Fools, Dance Crime, Drama, Romance Harry Beaumont Aurania Rouverol, Aurania Rouverol Metro-Goldwyn-Mayer (MGM) Joan Crawford, Lester Vail, Cliff Edwards, William Bakewell, William Holden, Clark Gable, Earle Foxe, Purnell Pratt, Hale Hamilton, Natalie Moorhead, Joan Marsh, Russell Hopton After the death of her father and loss of the family fortune, Bonnie gets a job as a cub reporter while her brother becomes involved in bootlegging."
1060,Just a Gigolo,"Just a Gigolo Just a Gigolo Comedy, Romance Jack Conway Alexander Engel, Alfred Grünwald Metro-Goldwyn-Mayer (MGM) William Haines, Irene Purcell, C. Aubrey Smith, Charlotte Granville, Lilian Bond, Albert Conti, Maria Alba, Ray Milland, Lenore Bushman, Gerald Fielding, Yola d'Avril Haines plays the role of a festive British nobleman, for whom a marriage has been arranged by his relatives. He goes to a European Summer resort and poses as a gigolo to meet the girl ..."
1061,Daughter of the Dragon,"Daughter of the Dragon Daughter of the Dragon Crime, Drama Lloyd Corrigan Lloyd Corrigan, Monte M. Katterjohn Paramount Pictures Anna May Wong, Warner Oland, Sessue Hayakawa, Bramwell Fletcher, Frances Dade, Holmes Herbert, Lawrence Grant, Harold Minjir, Nicholas Soussanin, E. Alyn Warren Princess Ling Moy, a young and beautiful Chinese aristocrat lives next door, unbeknownst to her, to Dr. Fu Manchu, a brilliant but twisted genius who is out to rule the world. She is ..."
1062,Daybreak,"La piccola amica Daybreak Drama Jacques Feyder Arthur Schnitzler, Cyril Hume Metro-Goldwyn-Mayer (MGM) Ramon Novarro, Helen Chandler, Jean Hersholt, C. Aubrey Smith, William Bakewell, Karen Morley, Douglass Montgomery, Glenn Tryon, Clyde Cook, Sumner Getchell, Clara Blandick, Edwin Maxwell, Jackie Searl, Russ Powell, Zelda Sears Willi, a brash young lieutenant in the Austrian Imperial Guard, bent on an evening of pleasure, visits a house of ill repute and gambling parlor. He meets Laura, a sweet innocent girl and ..."
1063,Delicious,"La piccola emigrante Delicious Comedy, Musical, Romance David Butler Guy Bolton, Guy Bolton Fox Film Corporation Janet Gaynor, Charles Farrell, El Brendel, Raul Roulien, Lawrence O'Sullivan, Manya Roberti, Virginia Cherrill, Olive Tell, Mischa Auer, Marvine Maazel A comic group of Europeans coming to the USA have romantic and immigration troubles."
1064,Devotion,"Devotion Devotion Comedy, Drama, Romance Robert Milton Pamela Wynne, Horace Jackson RKO Pathé Pictures Ann Harding, Leslie Howard, Robert Williams, O.P. Heggie, Louise Closser Hale, Dudley Digges, Alison Skipworth, Doris Lloyd, Olive Tell, Ruth Weston, Joan Carr, Douglas Scott The poor, downtrodden (beautiful, of course) ""dutiful"" daughter in a London society family falls for a barrister, disguises herself, and takes a job as governess to his son. Adapted from ..."
1065,Dirigible,"Dirigibile Dirigible Adventure Frank Capra Frank Wead, Jo Swerling Columbia Pictures Jack Holt, Ralph Graves, Fay Wray, Hobart Bosworth, Roscoe Karns, Harold Goodwin, Clarence Muse, Emmett Corrigan Jack Bradon is tasked to reach the South Pole with a dirigible."
